"sample_label","analysis","name","value","region","site","transect","tree_number","horizon"
"COMPASS_Dec2021_114","IC","Sodium_ug_g",14.2,"WLE","OWC","transition","122","B"
"COMPASS_Dec2021_114","IC","Ammonia_ug_g",0,"WLE","OWC","transition","122","B"
"COMPASS_Dec2021_114","IC","Potassium_ug_g",0,"WLE","OWC","transition","122","B"
"COMPASS_Dec2021_114","IC","Magnesium_ug_g",8.42,"WLE","OWC","transition","122","B"
"COMPASS_Dec2021_114","IC","Calcium_ug_g",36.53,"WLE","OWC","transition","122","B"
"COMPASS_Dec2021_114","IC","Fluoride_ug_g",3,"WLE","OWC","transition","122","B"
"COMPASS_Dec2021_114","IC","Chloride_ug_g",2.85,"WLE","OWC","transition","122","B"
"COMPASS_Dec2021_114","IC","Sulfate_ug_g",18.59,"WLE","OWC","transition","122","B"
"COMPASS_Dec2021_114","IC","Nitrate_ug_g",41.21,"WLE","OWC","transition","122","B"
"COMPASS_Dec2021_114","IC","Phosphate_ug_g",0,"WLE","OWC","transition","122","B"
"COMPASS_Dec2021_115","IC","Sodium_ug_g",18.63,"WLE","OWC","transition","123","B"
"COMPASS_Dec2021_115","IC","Ammonia_ug_g",0,"WLE","OWC","transition","123","B"
"COMPASS_Dec2021_115","IC","Potassium_ug_g",3.9,"WLE","OWC","transition","123","B"
"COMPASS_Dec2021_115","IC","Magnesium_ug_g",9.92,"WLE","OWC","transition","123","B"
"COMPASS_Dec2021_115","IC","Calcium_ug_g",39.03,"WLE","OWC","transition","123","B"
"COMPASS_Dec2021_115","IC","Fluoride_ug_g",3.05,"WLE","OWC","transition","123","B"
"COMPASS_Dec2021_115","IC","Chloride_ug_g",4.04,"WLE","OWC","transition","123","B"
"COMPASS_Dec2021_115","IC","Sulfate_ug_g",30.46,"WLE","OWC","transition","123","B"
"COMPASS_Dec2021_115","IC","Nitrate_ug_g",75.3,"WLE","OWC","transition","123","B"
"COMPASS_Dec2021_115","IC","Phosphate_ug_g",0,"WLE","OWC","transition","123","B"
"COMPASS_Dec2021_116","IC","Sodium_ug_g",16.7,"WLE","OWC","transition","124","B"
"COMPASS_Dec2021_116","IC","Ammonia_ug_g",0,"WLE","OWC","transition","124","B"
"COMPASS_Dec2021_116","IC","Potassium_ug_g",0,"WLE","OWC","transition","124","B"
"COMPASS_Dec2021_116","IC","Magnesium_ug_g",11.94,"WLE","OWC","transition","124","B"
"COMPASS_Dec2021_116","IC","Calcium_ug_g",46.11,"WLE","OWC","transition","124","B"
"COMPASS_Dec2021_116","IC","Fluoride_ug_g",2.84,"WLE","OWC","transition","124","B"
"COMPASS_Dec2021_116","IC","Chloride_ug_g",4.83,"WLE","OWC","transition","124","B"
"COMPASS_Dec2021_116","IC","Sulfate_ug_g",29.84,"WLE","OWC","transition","124","B"
"COMPASS_Dec2021_116","IC","Nitrate_ug_g",70.77,"WLE","OWC","transition","124","B"
"COMPASS_Dec2021_116","IC","Phosphate_ug_g",0,"WLE","OWC","transition","124","B"
"COMPASS_Dec2021_117","IC","Sodium_ug_g",20.37,"WLE","OWC","transition","125","B"
"COMPASS_Dec2021_117","IC","Ammonia_ug_g",0,"WLE","OWC","transition","125","B"
"COMPASS_Dec2021_117","IC","Potassium_ug_g",6.1,"WLE","OWC","transition","125","B"
"COMPASS_Dec2021_117","IC","Magnesium_ug_g",14.05,"WLE","OWC","transition","125","B"
"COMPASS_Dec2021_117","IC","Calcium_ug_g",37.32,"WLE","OWC","transition","125","B"
"COMPASS_Dec2021_117","IC","Fluoride_ug_g",1.26,"WLE","OWC","transition","125","B"
"COMPASS_Dec2021_117","IC","Chloride_ug_g",8.25,"WLE","OWC","transition","125","B"
"COMPASS_Dec2021_117","IC","Sulfate_ug_g",110.26,"WLE","OWC","transition","125","B"
"COMPASS_Dec2021_117","IC","Nitrate_ug_g",50.33,"WLE","OWC","transition","125","B"
"COMPASS_Dec2021_117","IC","Phosphate_ug_g",0,"WLE","OWC","transition","125","B"
"COMPASS_Dec2021_119","IC","Sodium_ug_g",11.56,"WLE","OWC","transition","127","B"
"COMPASS_Dec2021_119","IC","Ammonia_ug_g",0,"WLE","OWC","transition","127","B"
"COMPASS_Dec2021_119","IC","Potassium_ug_g",0.86,"WLE","OWC","transition","127","B"
"COMPASS_Dec2021_119","IC","Magnesium_ug_g",7.53,"WLE","OWC","transition","127","B"
"COMPASS_Dec2021_119","IC","Calcium_ug_g",29.46,"WLE","OWC","transition","127","B"
"COMPASS_Dec2021_119","IC","Fluoride_ug_g",3.24,"WLE","OWC","transition","127","B"
"COMPASS_Dec2021_119","IC","Chloride_ug_g",1.45,"WLE","OWC","transition","127","B"
"COMPASS_Dec2021_119","IC","Sulfate_ug_g",13.87,"WLE","OWC","transition","127","B"
"COMPASS_Dec2021_119","IC","Nitrate_ug_g",10.63,"WLE","OWC","transition","127","B"
"COMPASS_Dec2021_119","IC","Phosphate_ug_g",0,"WLE","OWC","transition","127","B"
"COMPASS_Dec2021_120","IC","Sodium_ug_g",13.95,"WLE","OWC","transition","128","B"
"COMPASS_Dec2021_120","IC","Ammonia_ug_g",0,"WLE","OWC","transition","128","B"
"COMPASS_Dec2021_120","IC","Potassium_ug_g",0.71,"WLE","OWC","transition","128","B"
"COMPASS_Dec2021_120","IC","Magnesium_ug_g",11.54,"WLE","OWC","transition","128","B"
"COMPASS_Dec2021_120","IC","Calcium_ug_g",42.91,"WLE","OWC","transition","128","B"
"COMPASS_Dec2021_120","IC","Fluoride_ug_g",2.97,"WLE","OWC","transition","128","B"
"COMPASS_Dec2021_120","IC","Chloride_ug_g",3.54,"WLE","OWC","transition","128","B"
"COMPASS_Dec2021_120","IC","Sulfate_ug_g",12.53,"WLE","OWC","transition","128","B"
"COMPASS_Dec2021_120","IC","Nitrate_ug_g",43.55,"WLE","OWC","transition","128","B"
"COMPASS_Dec2021_120","IC","Phosphate_ug_g",0,"WLE","OWC","transition","128","B"
