[Header]	
System	TOC_TNb Standard	
S/W Version	1.00	
User		
Date/Time	8/9/2022 10:26:48 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Comments	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	Mean Result	Rem.	SD Area	CV Area	SD Conc	CV Conc	Vial	Excluded	Inj. Vol.	Auto. Dil.	
Unknown	NPOC	DOC_CMPS_KFP_0247	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 12:16:55 AM	1	1	NPOC	37.10	37.20	10.59	10.62	NPOC:10.62mg/L	NPOC:10.62mg/L	*******	0.1234	0.33	0.03523	0.33	27	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0247	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 12:19:36 AM	1	2	NPOC	35.60	37.20	10.16	10.62	NPOC:10.62mg/L	NPOC:10.62mg/L	*******	0.1234	0.33	0.03523	0.33	27	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0247	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 12:22:16 AM	1	3	NPOC	37.34	37.20	10.66	10.62	NPOC:10.62mg/L	NPOC:10.62mg/L	*******	0.1234	0.33	0.03523	0.33	27	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0247	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 12:24:57 AM	1	4	NPOC	37.17	37.20	10.61	10.62	NPOC:10.62mg/L	NPOC:10.62mg/L	*******	0.1234	0.33	0.03523	0.33	27	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0248	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 12:32:32 AM	1	1	NPOC	11.68	11.60	3.334	3.312	NPOC:3.312mg/L	NPOC:3.312mg/L	*******	0.09292	0.80	0.02652	0.80	28	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0248	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 12:35:03 AM	1	2	NPOC	11.23	11.60	3.205	3.312	NPOC:3.312mg/L	NPOC:3.312mg/L	*******	0.09292	0.80	0.02652	0.80	28	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0248	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 12:37:34 AM	1	3	NPOC	11.63	11.60	3.320	3.312	NPOC:3.312mg/L	NPOC:3.312mg/L	*******	0.09292	0.80	0.02652	0.80	28	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0248	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 12:39:57 AM	1	4	NPOC	11.50	11.60	3.282	3.312	NPOC:3.312mg/L	NPOC:3.312mg/L	*******	0.09292	0.80	0.02652	0.80	28	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0249	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 12:47:32 AM	1	1	NPOC	11.27	11.48	3.217	3.278	NPOC:3.278mg/L	NPOC:3.278mg/L	*******	0.1872	1.63	0.05342	1.63	29	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0249	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 12:50:02 AM	1	2	NPOC	11.56	11.48	3.300	3.278	NPOC:3.278mg/L	NPOC:3.278mg/L	*******	0.1872	1.63	0.05342	1.63	29	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0249	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 12:52:30 AM	1	3	NPOC	11.62	11.48	3.317	3.278	NPOC:3.278mg/L	NPOC:3.278mg/L	*******	0.1872	1.63	0.05342	1.63	29	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0250	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 1:00:21 AM	1	1	NPOC	11.05	11.06	3.154	3.157	NPOC:3.157mg/L	NPOC:3.157mg/L	*******	0.1652	1.49	0.04716	1.49	30	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0250	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 1:02:48 AM	1	2	NPOC	11.23	11.06	3.205	3.157	NPOC:3.157mg/L	NPOC:3.157mg/L	*******	0.1652	1.49	0.04716	1.49	30	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0250	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 1:05:14 AM	1	3	NPOC	10.90	11.06	3.111	3.157	NPOC:3.157mg/L	NPOC:3.157mg/L	*******	0.1652	1.49	0.04716	1.49	30	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0251	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 1:12:45 AM	1	1	NPOC	12.07	12.17	3.445	3.474	NPOC:3.474mg/L	NPOC:3.474mg/L	*******	0.08888	0.73	0.02537	0.73	31	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0251	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 1:15:10 AM	1	2	NPOC	12.24	12.17	3.494	3.474	NPOC:3.474mg/L	NPOC:3.474mg/L	*******	0.08888	0.73	0.02537	0.73	31	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0251	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 1:17:30 AM	1	3	NPOC	12.20	12.17	3.482	3.474	NPOC:3.474mg/L	NPOC:3.474mg/L	*******	0.08888	0.73	0.02537	0.73	31	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0252	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 1:25:13 AM	1	1	NPOC	12.73	12.46	3.634	3.556	NPOC:3.556mg/L	NPOC:3.556mg/L	*******	0.2402	1.93	0.06856	1.93	32	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0252	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 1:27:50 AM	1	2	NPOC	12.27	12.46	3.502	3.556	NPOC:3.556mg/L	NPOC:3.556mg/L	*******	0.2402	1.93	0.06856	1.93	32	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0252	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 1:30:13 AM	1	3	NPOC	12.38	12.46	3.534	3.556	NPOC:3.556mg/L	NPOC:3.556mg/L	*******	0.2402	1.93	0.06856	1.93	32	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0253	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 1:38:10 AM	1	1	NPOC	24.93	24.79	7.116	7.076	NPOC:7.076mg/L	NPOC:7.076mg/L	*******	0.4660	1.88	0.1330	1.88	33	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0253	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 1:40:49 AM	1	2	NPOC	24.27	24.79	6.927	7.076	NPOC:7.076mg/L	NPOC:7.076mg/L	*******	0.4660	1.88	0.1330	1.88	33	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0253	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 1:43:26 AM	1	3	NPOC	25.17	24.79	7.184	7.076	NPOC:7.076mg/L	NPOC:7.076mg/L	*******	0.4660	1.88	0.1330	1.88	33	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0254	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 1:51:37 AM	1	1	NPOC	49.28	49.65	14.07	14.17	NPOC:14.17mg/L	NPOC:14.17mg/L	*******	0.7529	1.52	0.2149	1.52	34	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0254	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 1:54:20 AM	1	2	NPOC	49.16	49.65	14.03	14.17	NPOC:14.17mg/L	NPOC:14.17mg/L	*******	0.7529	1.52	0.2149	1.52	34	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0254	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 1:57:17 AM	1	3	NPOC	50.52	49.65	14.42	14.17	NPOC:14.17mg/L	NPOC:14.17mg/L	*******	0.7529	1.52	0.2149	1.52	34	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0255	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 2:05:11 AM	1	1	NPOC	32.47	32.77	9.268	9.353	NPOC:9.353mg/L	NPOC:9.353mg/L	*******	0.5138	1.57	0.1467	1.57	35	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0255	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 2:07:47 AM	1	2	NPOC	32.47	32.77	9.268	9.353	NPOC:9.353mg/L	NPOC:9.353mg/L	*******	0.5138	1.57	0.1467	1.57	35	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0255	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 2:10:35 AM	1	3	NPOC	33.36	32.77	9.522	9.353	NPOC:9.353mg/L	NPOC:9.353mg/L	*******	0.5138	1.57	0.1467	1.57	35	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0256	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 2:18:27 AM	1	1	NPOC	26.60	26.90	7.592	7.679	NPOC:7.679mg/L	NPOC:7.679mg/L	*******	0.2909	1.08	0.08304	1.08	36	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0256	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 2:21:09 AM	1	2	NPOC	26.93	26.90	7.687	7.679	NPOC:7.679mg/L	NPOC:7.679mg/L	*******	0.2909	1.08	0.08304	1.08	36	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0256	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 2:23:54 AM	1	3	NPOC	27.18	26.90	7.758	7.679	NPOC:7.679mg/L	NPOC:7.679mg/L	*******	0.2909	1.08	0.08304	1.08	36	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0257	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 2:31:44 AM	1	1	NPOC	29.76	30.17	8.494	8.610	NPOC:8.610mg/L	NPOC:8.610mg/L	*******	0.5714	1.89	0.1631	1.89	37	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0257	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 2:34:19 AM	1	2	NPOC	29.92	30.17	8.540	8.610	NPOC:8.610mg/L	NPOC:8.610mg/L	*******	0.5714	1.89	0.1631	1.89	37	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0257	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 2:36:56 AM	1	3	NPOC	30.82	30.17	8.797	8.610	NPOC:8.610mg/L	NPOC:8.610mg/L	*******	0.5714	1.89	0.1631	1.89	37	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0258	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 2:44:35 AM	1	1	NPOC	7.546	7.505	2.154	2.142	NPOC:2.142mg/L	NPOC:2.142mg/L	*******	0.1372	1.83	0.03915	1.83	38	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0258	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 2:47:08 AM	1	2	NPOC	7.617	7.505	2.174	2.142	NPOC:2.142mg/L	NPOC:2.142mg/L	*******	0.1372	1.83	0.03915	1.83	38	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0258	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 2:49:24 AM	1	3	NPOC	7.352	7.505	2.098	2.142	NPOC:2.142mg/L	NPOC:2.142mg/L	*******	0.1372	1.83	0.03915	1.83	38	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0259	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 2:57:02 AM	1	1	NPOC	10.44	10.42	2.980	2.974	NPOC:2.974mg/L	NPOC:2.974mg/L	*******	0.1609	1.54	0.04594	1.54	39	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0259	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 2:59:29 AM	1	2	NPOC	10.57	10.42	3.017	2.974	NPOC:2.974mg/L	NPOC:2.974mg/L	*******	0.1609	1.54	0.04594	1.54	39	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0259	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 3:02:06 AM	1	3	NPOC	10.25	10.42	2.926	2.974	NPOC:2.974mg/L	NPOC:2.974mg/L	*******	0.1609	1.54	0.04594	1.54	39	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0260	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 3:09:45 AM	1	1	NPOC	9.792	9.803	2.795	2.798	NPOC:2.798mg/L	NPOC:2.798mg/L	*******	0.1917	1.96	0.05473	1.96	40	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0260	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 3:12:02 AM	1	2	NPOC	9.617	9.803	2.745	2.798	NPOC:2.798mg/L	NPOC:2.798mg/L	*******	0.1917	1.96	0.05473	1.96	40	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0260	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 3:14:26 AM	1	3	NPOC	10.00	9.803	2.854	2.798	NPOC:2.798mg/L	NPOC:2.798mg/L	*******	0.1917	1.96	0.05473	1.96	40	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0261	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 3:22:02 AM	1	1	NPOC	9.253	9.217	2.641	2.631	NPOC:2.631mg/L	NPOC:2.631mg/L	*******	0.1400	1.52	0.03995	1.52	41	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0261	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 3:24:26 AM	1	2	NPOC	8.930	9.217	2.549	2.631	NPOC:2.631mg/L	NPOC:2.631mg/L	*******	0.1400	1.52	0.03995	1.52	41	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0261	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 3:26:48 AM	1	3	NPOC	9.336	9.217	2.665	2.631	NPOC:2.631mg/L	NPOC:2.631mg/L	*******	0.1400	1.52	0.03995	1.52	41	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0261	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 3:29:08 AM	1	4	NPOC	9.063	9.217	2.587	2.631	NPOC:2.631mg/L	NPOC:2.631mg/L	*******	0.1400	1.52	0.03995	1.52	41	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0262	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 3:36:39 AM	1	1	NPOC	9.702	9.917	2.769	2.831	NPOC:2.831mg/L	NPOC:2.831mg/L	*******	0.1882	1.90	0.05370	1.90	42	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0262	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 3:39:18 AM	1	2	NPOC	10.00	9.917	2.854	2.831	NPOC:2.831mg/L	NPOC:2.831mg/L	*******	0.1882	1.90	0.05370	1.90	42	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0262	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 3:41:42 AM	1	3	NPOC	10.05	9.917	2.869	2.831	NPOC:2.831mg/L	NPOC:2.831mg/L	*******	0.1882	1.90	0.05370	1.90	42	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0263	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 3:49:01 AM	1	1	NPOC	2.745	2.528	0.7835	0.7215	NPOC:0.7215mg/L	NPOC:0.7215mg/L	*******	0.03808	1.51	0.01087	1.51	43	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0263	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 3:51:08 AM	1	2	NPOC	2.484	2.528	0.7090	0.7215	NPOC:0.7215mg/L	NPOC:0.7215mg/L	*******	0.03808	1.51	0.01087	1.51	43	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0263	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 3:53:15 AM	1	3	NPOC	2.545	2.528	0.7264	0.7215	NPOC:0.7215mg/L	NPOC:0.7215mg/L	*******	0.03808	1.51	0.01087	1.51	43	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0263	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 3:55:22 AM	1	4	NPOC	2.554	2.528	0.7290	0.7215	NPOC:0.7215mg/L	NPOC:0.7215mg/L	*******	0.03808	1.51	0.01087	1.51	43	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0264	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 4:02:40 AM	1	1	NPOC	2.187	2.086	0.6242	0.5955	NPOC:0.5955mg/L	NPOC:0.5955mg/L	*******	0.09042	4.33	0.02581	4.33	44	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0264	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 4:04:47 AM	1	2	NPOC	2.060	2.086	0.5880	0.5955	NPOC:0.5955mg/L	NPOC:0.5955mg/L	*******	0.09042	4.33	0.02581	4.33	44	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0264	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 4:06:54 AM	1	3	NPOC	2.012	2.086	0.5743	0.5955	NPOC:0.5955mg/L	NPOC:0.5955mg/L	*******	0.09042	4.33	0.02581	4.33	44	0	50	1.000	
Unknown	NPOC	DIW	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 4:14:33 AM	1	1	NPOC	0.5678	0.8599	0.1621	0.2454	NPOC:0.2454mg/L	NPOC:0.2454mg/L	*******	0.1012	11.77	0.02888	11.77	84	1	50	1.000	
Unknown	NPOC	DIW	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 4:16:40 AM	1	2	NPOC	0.5268	0.8599	0.1504	0.2454	NPOC:0.2454mg/L	NPOC:0.2454mg/L	*******	0.1012	11.77	0.02888	11.77	84	1	50	1.000	
